Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,branch-s3b7,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID,Store: Age,Store: Undergraduate,Store: English_Fluency,Store: Sex,Store: Gender,branch-dgjt
7,1753914092760,30/07/2025 22:21,1753888892760,-7,30/07/2025 08:21,234742,9,questionnaire-hpzd,,48449515,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,30,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753914092760,30/07/2025 22:21,1753888892760,-7,30/07/2025 08:21,234742,9,questionnaire-hpzd,,48449515,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,14,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753914092761,30/07/2025 22:21,1753888892761,-7,30/07/2025 08:21,234742,9,questionnaire-hpzd,,48449515,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753914092761,30/07/2025 22:21,1753888892761,-7,30/07/2025 08:21,234742,9,questionnaire-hpzd,,48449515,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753914092761,30/07/2025 22:21,1753888892761,-7,30/07/2025 08:21,234742,9,questionnaire-hpzd,,48449515,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753914092762,30/07/2025 22:21,1753888892762,-7,30/07/2025 08:21,234742,9,questionnaire-hpzd,,48449515,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,24621,,,,,,,,,,Voucher
1,1753959746550,31/07/2025 11:02,1753963346550,1,31/07/2025 13:02,234742,9,questionnaire-hpzd,,48458334,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753959756041,31/07/2025 11:02,1753963356041,1,31/07/2025 13:02,234742,9,questionnaire-hpzd,,48458334,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,23,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753959756041,31/07/2025 11:02,1753963356041,1,31/07/2025 13:02,234742,9,questionnaire-hpzd,,48458334,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,7,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753959756041,31/07/2025 11:02,1753963356041,1,31/07/2025 13:02,234742,9,questionnaire-hpzd,,48458334,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753959756041,31/07/2025 11:02,1753963356041,1,31/07/2025 13:02,234742,9,questionnaire-hpzd,,48458334,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753959756042,31/07/2025 11:02,1753963356042,1,31/07/2025 13:02,234742,9,questionnaire-hpzd,,48458334,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753959756042,31/07/2025 11:02,1753963356042,1,31/07/2025 13:02,234742,9,questionnaire-hpzd,,48458334,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,9437,,,,,,,,,,Voucher
1,1753972392718,31/07/2025 14:33,1753979592718,2,31/07/2025 18:33,234742,9,questionnaire-hpzd,,48462039,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753972401319,31/07/2025 14:33,1753979601319,2,31/07/2025 18:33,234742,9,questionnaire-hpzd,,48462039,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,23,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753972401319,31/07/2025 14:33,1753979601319,2,31/07/2025 18:33,234742,9,questionnaire-hpzd,,48462039,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,7,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753972401319,31/07/2025 14:33,1753979601319,2,31/07/2025 18:33,234742,9,questionnaire-hpzd,,48462039,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753972401319,31/07/2025 14:33,1753979601319,2,31/07/2025 18:33,234742,9,questionnaire-hpzd,,48462039,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753972401319,31/07/2025 14:33,1753979601319,2,31/07/2025 18:33,234742,9,questionnaire-hpzd,,48462039,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753972401319,31/07/2025 14:33,1753979601319,2,31/07/2025 18:33,234742,9,questionnaire-hpzd,,48462039,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,8570,,,,,,,,,,Voucher
1,1753914152632,30/07/2025 22:22,1753917752632,1,31/07/2025 00:22,234742,9,questionnaire-hpzd,,48463231,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753914194835,30/07/2025 22:23,1753917794835,1,31/07/2025 00:23,234742,9,questionnaire-hpzd,,48463231,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,22,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753914194835,30/07/2025 22:23,1753917794835,1,31/07/2025 00:23,234742,9,questionnaire-hpzd,,48463231,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,6,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753914194835,30/07/2025 22:23,1753917794835,1,31/07/2025 00:23,234742,9,questionnaire-hpzd,,48463231,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753914194835,30/07/2025 22:23,1753917794835,1,31/07/2025 00:23,234742,9,questionnaire-hpzd,,48463231,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753914194836,30/07/2025 22:23,1753917794836,1,31/07/2025 00:23,234742,9,questionnaire-hpzd,,48463231,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753914194836,30/07/2025 22:23,1753917794836,1,31/07/2025 00:23,234742,9,questionnaire-hpzd,,48463231,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,42165,,,,,,,,,,Voucher
1,1753978623272,31/07/2025 16:17,1753982223272,1,31/07/2025 18:17,234742,9,questionnaire-hpzd,,48464106,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753978639728,31/07/2025 16:17,1753982239728,1,31/07/2025 18:17,234742,9,questionnaire-hpzd,,48464106,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,30,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753978639728,31/07/2025 16:17,1753982239728,1,31/07/2025 18:17,234742,9,questionnaire-hpzd,,48464106,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,14,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753978639729,31/07/2025 16:17,1753982239729,1,31/07/2025 18:17,234742,9,questionnaire-hpzd,,48464106,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753978639729,31/07/2025 16:17,1753982239729,1,31/07/2025 18:17,234742,9,questionnaire-hpzd,,48464106,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753978639729,31/07/2025 16:17,1753982239729,1,31/07/2025 18:17,234742,9,questionnaire-hpzd,,48464106,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753978639730,31/07/2025 16:17,1753982239730,1,31/07/2025 18:17,234742,9,questionnaire-hpzd,,48464106,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,16396,,,,,,,,,,Voucher
1,1753985607446,31/07/2025 18:13,1753989207446,1,31/07/2025 20:13,234742,9,questionnaire-hpzd,,48466081,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1753985614929,31/07/2025 18:13,1753989214929,1,31/07/2025 20:13,234742,9,questionnaire-hpzd,,48466081,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,21,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1753985614929,31/07/2025 18:13,1753989214929,1,31/07/2025 20:13,234742,9,questionnaire-hpzd,,48466081,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,5,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1753985614930,31/07/2025 18:13,1753989214930,1,31/07/2025 20:13,234742,9,questionnaire-hpzd,,48466081,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1753985614930,31/07/2025 18:13,1753989214930,1,31/07/2025 20:13,234742,9,questionnaire-hpzd,,48466081,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1753985614931,31/07/2025 18:13,1753989214931,1,31/07/2025 20:13,234742,9,questionnaire-hpzd,,48466081,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1753985614931,31/07/2025 18:13,1753989214931,1,31/07/2025 20:13,234742,9,questionnaire-hpzd,,48466081,BLINDED,13904660,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,7416,,,,,,,,,,Voucher
1,1754042955505,01/08/2025 10:09,1754046555505,1,01/08/2025 12:09,234742,9,questionnaire-hpzd,,48474388,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1754042961718,01/08/2025 10:09,1754046561718,1,01/08/2025 12:09,234742,9,questionnaire-hpzd,,48474388,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,22,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1754042961718,01/08/2025 10:09,1754046561718,1,01/08/2025 12:09,234742,9,questionnaire-hpzd,,48474388,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,6,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1754042961718,01/08/2025 10:09,1754046561718,1,01/08/2025 12:09,234742,9,questionnaire-hpzd,,48474388,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1754042961718,01/08/2025 10:09,1754046561718,1,01/08/2025 12:09,234742,9,questionnaire-hpzd,,48474388,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,1,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1754042961718,01/08/2025 10:09,1754046561718,1,01/08/2025 12:09,234742,9,questionnaire-hpzd,,48474388,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1754042961719,01/08/2025 10:09,1754046561719,1,01/08/2025 12:09,234742,9,questionnaire-hpzd,,48474388,BLINDED,13907028,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.0.1,1440x900,1440x797,,,0,Demographics Questionnaire ,10,selfreport_probe,Eligible,,,,,info,,END,6164,,,,,,,,,,Voucher
1,1754042508591,01/08/2025 10:01,1754046108591,1,01/08/2025 12:01,234742,9,questionnaire-hpzd,,48474262,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1912x962,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
7,1754042513593,01/08/2025 10:01,1754046113593,1,01/08/2025 12:01,234742,9,questionnaire-hpzd,,48474262,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1912x962,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,20,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
8,1754042513594,01/08/2025 10:01,1754046113594,1,01/08/2025 12:01,234742,9,questionnaire-hpzd,,48474262,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1912x962,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,4,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,Voucher
9,1754042513594,01/08/2025 10:01,1754046113594,1,01/08/2025 12:01,234742,9,questionnaire-hpzd,,48474262,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1912x962,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
10,1754042513594,01/08/2025 10:01,1754046113594,1,01/08/2025 12:01,234742,9,questionnaire-hpzd,,48474262,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1912x962,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,Voucher
11,1754042513594,01/08/2025 10:01,1754046113594,1,01/08/2025 12:01,234742,9,questionnaire-hpzd,,48474262,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1912x962,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,Voucher
12,1754042513595,01/08/2025 10:01,1754046113595,1,01/08/2025 12:01,234742,9,questionnaire-hpzd,,48474262,BLINDED,13906995,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1920x1080,1912x962,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,4975,,,,,,,,,,Voucher
1,1754044924356,01/08/2025 10:42,1754048524356,1,01/08/2025 12:42,234742,9,questionnaire-hpzd,,48474978,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,No Voucher
7,1754044937326,01/08/2025 10:42,1754048537326,1,01/08/2025 12:42,234742,9,questionnaire-hpzd,,48474978,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,value,21,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
8,1754044937326,01/08/2025 10:42,1754048537326,1,01/08/2025 12:42,234742,9,questionnaire-hpzd,,48474978,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**What is your age? You need to be at least 17 years old and no older than 35 years to participate. Please select one option from the dropdown menu.**

",response,quantised,5,,17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35,Age,2,object-17,1,,,,,No Voucher
9,1754044937327,01/08/2025 10:42,1754048537327,1,01/08/2025 12:42,234742,9,questionnaire-hpzd,,48474978,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,value,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
10,1754044937327,01/08/2025 10:42,1754048537327,1,01/08/2025 12:42,234742,9,questionnaire-hpzd,,48474978,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,Page 1,qbmvn3,1,"
**Which gender do you identify as?**",response,quantised,2,,1|2|3|3,Gender,3,object-4,1,,,,,No Voucher
11,1754044937327,01/08/2025 10:42,1754048537327,1,01/08/2025 12:42,234742,9,questionnaire-hpzd,,48474978,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,Age,response,score,1,,,,,,,,,,,No Voucher
12,1754044937328,01/08/2025 10:42,1754048537328,1,01/08/2025 12:42,234742,9,questionnaire-hpzd,,48474978,BLINDED,13907280,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,END,12908,,,,,,,,,,No Voucher
1,1754045596223,01/08/2025 10:53,1754049196223,1,01/08/2025 12:53,234742,9,questionnaire-hpzd,,48475119,BLINDED,13907333,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x566,,,0,Demographics Questionnaire ,10,probe_selfreport,Eligible,,,,,info,,BEGIN,,,,,,,,,,,Voucher
