Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8dr8,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
3,1739139007259,09/02/2025 22:10:07,1739139007259,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,3,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1739139007259,09/02/2025 22:10:07,1739139007259,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1739139007259,09/02/2025 22:10:07,1739139007259,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1739139007259,09/02/2025 22:10:07,1739139007259,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1739139007259,09/02/2025 22:10:07,1739139007259,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1739139007259,09/02/2025 22:10:07,1739139007259,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1739139007259,09/02/2025 22:10:07,1739139007259,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1739139007259,09/02/2025 22:10:07,1739139007259,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1739139007260,09/02/2025 22:10:07,1739139007260,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1739139007260,09/02/2025 22:10:07,1739139007260,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,4,object-4
13,1739139007260,09/02/2025 22:10:07,1739139007260,0,09/02/2025 22:10:07,209080,4,questionnaire-23s2,,43226078,BLIND,12599877,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,810x1080,810x1010,,,0,Feedback,2,set1,,,,,info,,END,78016,,,,
1,1739137367913,09/02/2025 21:42:47,1739137367913,0,09/02/2025 21:42:47,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x1007,,,0,Feedback,2,set2,,,,,info,,BEGIN,,,,,
2,1739137430413,09/02/2025 21:43:50,1739137430413,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,No,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1739137430413,09/02/2025 21:43:50,1739137430413,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,2,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1739137430413,09/02/2025 21:43:50,1739137430413,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1739137430413,09/02/2025 21:43:50,1739137430413,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1739137430413,09/02/2025 21:43:50,1739137430413,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1739137430414,09/02/2025 21:43:50,1739137430414,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1739137430414,09/02/2025 21:43:50,1739137430414,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1739137430414,09/02/2025 21:43:50,1739137430414,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1739137430414,09/02/2025 21:43:50,1739137430414,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,__other,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1739137430414,09/02/2025 21:43:50,1739137430414,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,4,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1739137430414,09/02/2025 21:43:50,1739137430414,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,other,Bedroom with tv on,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
13,1739137430414,09/02/2025 21:43:50,1739137430414,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,interesting- i had to concentrate harder during division questions ,,,fb_comment,4,object-4
14,1739137430414,09/02/2025 21:43:50,1739137430414,0,09/02/2025 21:43:50,209080,4,questionnaire-23s2,,43225614,BLIND,12599775,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.2,810x1080,810x687,,,0,Feedback,2,set2,,,,,info,,END,62462,,,,
1,1739128563447,09/02/2025 19:16:03,1739128563447,0,09/02/2025 19:16:03,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,,,,,info,,BEGIN,,,,,
2,1739128625164,09/02/2025 19:17:05,1739128625164,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,Only for a specific question,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1739128625165,09/02/2025 19:17:05,1739128625165,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,3,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1739128625165,09/02/2025 19:17:05,1739128625165,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1739128625165,09/02/2025 19:17:05,1739128625165,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1739128625165,09/02/2025 19:17:05,1739128625165,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1739128625165,09/02/2025 19:17:05,1739128625165,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1739128625165,09/02/2025 19:17:05,1739128625165,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1739128625166,09/02/2025 19:17:05,1739128625166,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1739128625166,09/02/2025 19:17:05,1739128625166,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1739128625166,09/02/2025 19:17:05,1739128625166,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1739128625166,09/02/2025 19:17:05,1739128625166,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"I felt I got quicker as the questions went on, but slowed and started to lose interest as they got harder",,,fb_comment,4,object-4
13,1739128625167,09/02/2025 19:17:05,1739128625167,0,09/02/2025 19:17:05,209080,4,questionnaire-23s2,,43223024,BLIND,12598828,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1440x692,,,0,Feedback,2,set2,,,,,info,,END,61640,,,,
1,1739119771422,09/02/2025 16:49:31,1739119771422,0,09/02/2025 16:49:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,,,,,info,,BEGIN,,,,,
2,1739119831459,09/02/2025 16:50:31,1739119831459,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,No,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1739119831462,09/02/2025 16:50:31,1739119831462,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,2,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1739119831464,09/02/2025 16:50:31,1739119831464,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1739119831466,09/02/2025 16:50:31,1739119831466,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1739119831469,09/02/2025 16:50:31,1739119831469,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1739119831472,09/02/2025 16:50:31,1739119831472,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1739119831475,09/02/2025 16:50:31,1739119831475,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1739119831478,09/02/2025 16:50:31,1739119831478,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1739119831482,09/02/2025 16:50:31,1739119831482,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
11,1739119831485,09/02/2025 16:50:31,1739119831485,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,quantised,1,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
12,1739119831489,09/02/2025 16:50:31,1739119831489,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"Fun. But would love to know how I did.
",,,fb_comment,4,object-4
13,1739119831495,09/02/2025 16:50:31,1739119831495,0,09/02/2025 16:50:31,209080,4,questionnaire-23s2,,43220165,BLIND,12597922,,complete,,,tablet,undefined K,Android 10,Chrome 132.0.0.0,962x601,962x446,,,0,Feedback,2,set1,,,,,info,,END,59816,,,,
1,1738850568431,06/02/2025 14:02:48,1738850568431,0,06/02/2025 14:02:48,209080,4,questionnaire-23s2,,43131242,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,0,Feedback,2,set1,,,,,info,,BEGIN,,,,,
2,1738850618332,06/02/2025 14:03:38,1738850618332,0,06/02/2025 14:03:38,209080,4,questionnaire-23s2,,43131242,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,value,No,,Yes|No|Only for a specific question,fb_calculator,1,object-5
3,1738850618332,06/02/2025 14:03:38,1738850618332,0,06/02/2025 14:03:38,209080,4,questionnaire-23s2,,43131242,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use a calculator at all during the experiment? ,response,quantised,2,,Yes|No|Only for a specific question,fb_calculator,1,object-5
4,1738850618332,06/02/2025 14:03:38,1738850618332,0,06/02/2025 14:03:38,209080,4,questionnaire-23s2,,43131242,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,No,1,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
5,1738850618332,06/02/2025 14:03:38,1738850618332,0,06/02/2025 14:03:38,209080,4,questionnaire-23s2,,43131242,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, to answer a call.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
6,1738850618332,06/02/2025 14:03:38,1738850618332,0,06/02/2025 14:03:38,209080,4,questionnaire-23s2,,43131242,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I checked my messages.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
7,1738850618333,06/02/2025 14:03:38,1738850618333,0,06/02/2025 14:03:38,209080,4,questionnaire-23s2,,43131242,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I played music.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
8,1738850618333,06/02/2025 14:03:38,1738850618333,0,06/02/2025 14:03:38,209080,4,questionnaire-23s2,,43131242,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,"Yes, I had video playing on the side.",0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
9,1738850618333,06/02/2025 14:03:38,1738850618333,0,06/02/2025 14:03:38,209080,4,questionnaire-23s2,,43131242,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Did you use your phone at any point during the experiment? (Select all that apply),response,__other,0,,"No|Yes, to answer a call.|Yes, I checked my messages.|Yes, I played music.|Yes, I had video playing on the side.",fb_phone,2,object-3
10,1738850618333,06/02/2025 14:03:38,1738850618333,0,06/02/2025 14:03:38,209080,4,questionnaire-23s2,,43131242,BLIND,12573385,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 133.0.0.0,1920x1080,1920x911,,,0,Feedback,2,set1,Page 1,rnfxsa,1,Which best describes the environment you completed the experiment in?,response,value,A quiet room with no distraction.,,A quiet room with no distraction.|A quiet public space with minimal distraction (such as a library).|A public space with considerable background noise (such as a cafe).,fb_environment,3,object-2
